DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
31/03/2021,172121,160290,33311,5724,52768,34880,26806,4868,1906
01/04/2021,168527,154787,32980,3510,53028,30327,26908,6123,1866
02/04/2021,167772,171537,33291,23779,50081,30645,28023,3810,1881
03/04/2021,159199,145704,33683,14941,51587,16222,25034,2305,1908
04/04/2021,147741,141874,33578,9952,52707,16314,24763,2675,1857
05/04/2021,166453,148556,33175,16192,51751,17047,24027,4421,1914
06/04/2021,173082,177662,33107,31757,60450,17759,27728,4902,1936
07/04/2021,180851,171539,33286,15315,65524,18158,34710,2628,1898
08/04/2021,180907,166851,33180,7188,65368,18005,36540,4621,1922
09/04/2021,176780,165496,33289,6586,64149,17652,35993,5832,1964
10/04/2021,160917,154994,33808,8805,54753,17371,31412,6919,1893
11/04/2021,145995,142470,34081,3380,54213,17246,25100,6534,1883
12/04/2021,164471,159352,33641,11886,59297,16426,29882,6327,1866
13/04/2021,169741,167773,33924,20947,57102,16797,33729,3379,1860
14/04/2021,179365,180866,34068,35161,56145,17539,34242,1904,1783
15/04/2021,179951,179418,33922,25158,59542,17792,37478,3634,1867
16/04/2021,175698,170257,33832,22569,57160,16129,34186,4452,1899
17/04/2021,163162,150336,34056,4747,53821,17046,34489,4311,1850
18/04/2021,151741,145498,33990,4158,53319,16728,34366,1287,1627
19/04/2021,173948,157729,33317,2989,57989,24786,34489,2661,1473
20/04/2021,176819,165824,33468,9399,55407,25607,36985,3403,1523
21/04/2021,173968,165619,33695,5847,54168,23539,41931,4900,1511
22/04/2021,171502,170490,33688,12408,53560,22874,40509,5894,1529
23/04/2021,168028,161399,33541,11490,51041,21996,37238,4402,1666
24/04/2021,157614,142962,33994,4768,42644,21168,32779,5888,1689
25/04/2021,140988,134098,34041,12828,36661,14430,28634,5818,1657
26/04/2021,165664,168756,33382,19038,50279,23459,34602,6269,1694
27/04/2021,173138,183165,33764,26565,51370,27778,38630,3280,1748
28/04/2021,175667,187863,33504,26076,53597,30363,40028,2607,1658
29/04/2021,168653,174567,33665,7953,57898,31025,38812,3486,1697
30/04/2021,148372,152185,34064,7626,56589,21529,25459,5191,1690
01/05/2021,143398,142095,34108,8787,53457,13679,26114,4422,1502
02/05/2021,117471,131835,34173,8659,46685,13480,22575,4905,1322
03/05/2021,119350,143981,34156,14229,51814,13899,22396,6110,1356
04/05/2021,143717,148336,34101,18635,53443,12842,21093,6707,1480
05/05/2021,159896,181150,33559,42484,65951,11812,21357,4492,1470
06/05/2021,159850,161018,33412,10622,63778,20783,24856,6067,1484
07/05/2021,158717,166179,33615,14602,68354,13977,29577,4411,1609
08/05/2021,149585,161052,34050,27089,60465,12104,20318,5244,1745
09/05/2021,133922,118969,23957,10053,46674,11443,18258,6860,1696
10/05/2021,153762,131832,16773,15568,58678,10222,21609,7077,1877
11/05/2021,158414,146390,17044,4075,67162,21969,27401,6845,1866
12/05/2021,159044,168663,16791,23902,67966,24550,27280,6259,1879
13/05/2021,162069,163857,16776,20817,64965,24951,30789,3637,1908
14/05/2021,159162,171119,16918,21083,73062,23759,29307,5097,1878
15/05/2021,147319,164011,17061,13461,72999,25743,27221,5744,1763
16/05/2021,135161,141581,17017,6707,74729,11533,26253,3654,1651
17/05/2021,155632,164127,16551,11182,81637,21837,26211,5092,1580
18/05/2021,161667,200760,16970,48219,77278,25010,27025,4589,1640
19/05/2021,160263,184317,16771,27532,78269,24243,29982,5766,1731
20/05/2021,166037,177256,16659,18901,81091,26702,30146,2026,1690
21/05/2021,156014,166303,16731,15732,81831,17984,26916,5370,1716
22/05/2021,147399,145144,17045,10035,78581,10760,21015,5970,1712
23/05/2021,132937,141080,17012,12326,74989,10378,18582,6019,1742
24/05/2021,153352,158630,16604,22282,78308,10432,23390,5802,1778
25/05/2021,157820,156462,16888,12605,75074,15742,29485,4878,1751
26/05/2021,157765,166276,16587,12906,75722,22539,31059,5606,1825
27/05/2021,159375,163842,16448,5935,78195,25603,30867,5004,1746
28/05/2021,158692,165018,16716,7568,82746,24658,28871,2737,1694
29/05/2021,145787,168658,16960,30172,82997,11435,20157,5234,1661
30/05/2021,131170,146887,16981,3110,89517,10745,20555,4306,1635
31/05/2021,150562,166233,16689,16769,87529,16061,24415,3098,1648
01/06/2021,151469,185191,17000,31474,89664,13059,29968,2471,1527
02/06/2021,158791,198610,16791,47287,85581,15832,27636,3916,1539
03/06/2021,160175,194598,16644,44366,81219,17766,28927,4115,1512
04/06/2021,156542,180096,16754,14769,83982,25938,32339,4783,1498
05/06/2021,145950,156415,17083,5124,78439,19407,29231,5654,1473
06/06/2021,131027,137632,17043,5318,71338,11189,26013,5264,1442
07/06/2021,152851,152261,16742,5837,73738,21386,27067,5939,1518
08/06/2021,157605,157730,17003,5980,73223,25707,28689,5585,1512
09/06/2021,159479,159003,16635,10239,70347,26543,27766,5905,1547
10/06/2021,155279,159289,16587,14711,66587,25809,28817,5179,1573
11/06/2021,157788,155176,16549,8363,67069,27239,29272,5123,1522
12/06/2021,147666,129523,16789,4847,61252,11617,28270,5160,1550
13/06/2021,134260,137298,16856,23709,54046,10261,27294,3618,1470
14/06/2021,153419,160221,18217,25246,62395,21347,27063,4483,1431
15/06/2021,158897,183799,27896,28231,67116,27210,27588,3937,1789
16/06/2021,162063,182624,33362,15106,68437,28248,31282,4379,1782
17/06/2021,161979,179627,33178,18256,65218,26209,29825,5154,1733
18/06/2021,163106,196371,33276,28961,71169,28678,29528,3260,1470
19/06/2021,147581,183643,33733,27404,69109,26375,21331,4145,1519
20/06/2021,130798,143885,33746,5886,65341,11509,21819,4122,1429
21/06/2021,136941,155033,33676,356,69563,21674,22936,5319,1470
22/06/2021,161311,169130,33079,1606,74199,28844,24171,5718,1486
23/06/2021,167545,173140,33044,1790,74818,28463,27512,5744,1749
24/06/2021,169229,174330,32830,4783,68281,28757,32195,5727,1739
25/06/2021,175625,179774,32761,8000,70486,28731,32513,5592,1656
26/06/2021,156822,166488,33251,13388,58478,26621,27714,5352,1650
27/06/2021,143030,158402,33173,14328,57566,21531,24568,5715,1491
28/06/2021,166683,164775,32661,3861,62208,29014,29822,5741,1437
29/06/2021,170281,164796,32765,3914,61789,28827,30249,5815,1406
30/06/2021,178115,179071,32582,20502,60699,28119,30125,5571,1435
01/07/2021,173950,184580,32264,23333,58095,28167,36197,5067,1432
02/07/2021,166172,161552,32466,9075,52683,27151,34009,4677,1481
03/07/2021,150218,150158,32814,6953,47330,27840,29602,4162,1428
04/07/2021,137222,153624,32902,15156,48558,21711,29173,4769,1326
05/07/2021,160428,178150,32354,28414,52505,26282,31720,5490,1361
06/07/2021,168978,191096,32808,32901,54789,27022,36544,5531,1479
07/07/2021,172486,176738,32720,17192,53552,29626,36357,5700,1566
08/07/2021,173690,170751,32593,10597,52392,29126,38706,5761,1565
09/07/2021,174147,168030,32431,6273,52624,29735,39609,5793,1548
10/07/2021,157348,142772,28812,5338,47095,26505,27647,5873,1497
11/07/2021,143103,136024,16232,6968,49865,28325,27444,5727,1456
12/07/2021,166854,143474,16335,4450,52842,29928,32740,5745,1416
13/07/2021,174886,159701,29779,2999,52431,31017,36202,5864,1379
14/07/2021,178586,166673,32388,7836,51927,30354,36990,5887,1264
15/07/2021,179322,157363,32004,5076,50363,30246,32443,5649,1549
16/07/2021,175790,155991,32166,7987,45745,30279,32891,5385,1505
17/07/2021,162049,149406,32695,17040,37904,28268,26486,5624,1341
18/07/2021,152092,130612,32724,7777,39975,15376,27642,5950,1129
19/07/2021,175615,151669,32132,3741,49164,28567,32250,4441,1329
20/07/2021,171603,152943,32609,5548,45582,30585,33441,3718,1422
21/07/2021,168795,179177,32242,30361,47822,28671,34131,4580,1328
22/07/2021,166604,190954,32433,43494,48916,25215,34511,5085,1260
23/07/2021,166023,169660,32391,12727,50441,29052,38269,5339,1403
24/07/2021,153640,150348,32890,2468,45325,29998,32810,5417,1399
25/07/2021,141144,135399,32910,3382,46570,13871,31828,5762,1049
26/07/2021,166949,152433,32370,1073,51521,26467,34430,5437,1100
27/07/2021,175688,159084,32729,5966,48440,30406,34691,5633,1184
28/07/2021,180456,163515,31952,10408,49038,29159,36309,5285,1328
29/07/2021,179993,154879,15952,5049,59953,29092,37953,5477,1360
30/07/2021,177298,148075,16443,8812,49125,27926,38814,5673,1260
31/07/2021,164893,148978,27587,12249,40160,26537,35992,5003,1412
01/08/2021,152677,130369,32705,6914,38259,11451,34015,5771,1236
02/08/2021,175043,158363,32085,14848,47990,22058,34634,5322,1391
03/08/2021,172095,157444,32331,13875,42791,28533,33145,5255,1482
04/08/2021,169779,153442,32322,13801,39107,28623,33001,5136,1419
05/08/2021,172986,162613,32107,21935,39069,28876,34528,4551,1514
06/08/2021,162607,150575,32291,16186,37205,27803,31405,4129,1515
07/08/2021,152176,147625,32781,32868,25505,25364,23570,6000,1496
08/08/2021,142576,124052,32879,2403,29753,24939,26500,6059,1481
09/08/2021,165123,136631,32238,1228,38283,26762,31041,5581,1476
10/08/2021,168126,151127,32452,12124,38361,29818,31582,5256,1508
11/08/2021,168505,158166,32312,12775,42593,30462,32724,5781,1489
12/08/2021,166025,155014,32026,12291,40322,30359,33096,5384,1513
13/08/2021,162457,149986,32388,11013,37540,30086,31748,5644,1550
14/08/2021,152091,138034,32838,4198,33292,30755,29682,5738,1498
15/08/2021,140709,127848,32814,4022,33211,20804,29794,5747,1435
16/08/2021,165786,146641,32270,11187,38391,25267,32120,5725,1652
17/08/2021,167603,154787,32595,17101,37300,28250,32973,4848,1695
18/08/2021,162334,146972,32485,8201,41610,27346,32496,3147,1662
19/08/2021,157927,157130,32592,24621,36122,26423,30230,5445,1672
20/08/2021,157721,143856,32618,9041,36621,28666,29121,6082,1674
21/08/2021,147103,122867,32757,1669,30508,28031,22932,5326,1624
22/08/2021,136685,116962,32921,3679,28236,23478,22029,4980,1608
23/08/2021,159638,134434,32741,5544,36414,28186,24647,5213,1659
24/08/2021,163762,137247,32851,5426,37108,29890,25962,4479,1492
25/08/2021,163416,139324,32709,5823,38476,31021,26611,3286,1368
26/08/2021,160346,137012,32553,7784,35801,30107,25197,4052,1488
27/08/2021,160361,136929,32348,8566,36656,28445,25749,3653,1476
28/08/2021,146770,127756,33009,9741,29610,27448,23679,2774,1457
29/08/2021,133187,112289,33038,9748,27145,18596,19783,2588,1354
30/08/2021,154280,150873,32562,20925,38217,26575,26242,4886,1421
31/08/2021,158426,147412,32889,8936,39388,28407,31359,4945,1454
01/09/2021,158756,157989,32863,22293,38157,27303,31844,4065,1426
02/09/2021,159272,171863,32936,36773,38459,26187,32255,3783,1432
03/09/2021,155554,143352,33003,11380,36619,25186,30914,4745,1468
04/09/2021,143385,130700,33404,7554,29980,24703,28519,5194,1303
05/09/2021,131158,124680,33420,18513,28876,10820,27184,4745,1097
06/09/2021,152982,145289,33018,22939,34403,21478,26899,5443,1087
07/09/2021,157665,147032,33460,14061,35190,27934,29782,5426,1148
08/09/2021,154099,147097,33283,12259,35799,28956,30099,5591,1073
09/09/2021,158045,154528,32994,17739,36474,28752,31835,5523,1169
10/09/2021,157976,143933,33246,6565,36765,27978,32869,5184,1301
11/09/2021,145461,135532,33571,5844,30773,28018,30644,5329,1313
12/09/2021,134166,128926,33578,8307,29402,22619,28241,5440,1303
13/09/2021,155897,140140,33055,8061,35344,29456,27538,5271,1378
14/09/2021,156704,137173,33396,6972,33359,28634,28268,4848,1672
15/09/2021,161326,141903,33261,5543,34407,31524,30380,5068,1702
16/09/2021,163103,145317,32742,8930,35486,30437,31354,4670,1695
17/09/2021,163292,162815,33050,29982,34504,30083,30902,2586,1693
18/09/2021,147720,136517,26330,20281,28539,28054,28112,3748,1432
19/09/2021,132351,115677,27833,12798,25550,15435,28441,4483,1134
20/09/2021,154370,133268,33116,10687,31889,28130,25805,2448,1183
21/09/2021,159358,150956,33266,20914,33798,31319,26624,3729,1290
22/09/2021,162188,134342,33282,4551,33417,32388,27603,1820,1252
23/09/2021,165213,154973,33592,24198,33814,30092,29116,3038,1110
24/09/2021,164137,156420,33614,26240,34311,29709,28363,2996,1157
25/09/2021,148593,128992,33712,11191,25695,26642,25207,5346,1167
26/09/2021,135567,109566,33673,2778,27455,14091,25237,5157,1133
27/09/2021,156262,130153,33236,7033,32734,26100,25257,4362,1400
28/09/2021,161873,138582,33633,8942,33290,32369,27742,1136,1433
29/09/2021,163116,149307,33291,20788,31849,31716,28617,1566,1437
30/09/2021,163932,152258,33403,24316,32423,27879,29766,2948,1482
01/10/2021,159394,148487,33178,20729,31678,27866,29715,3689,1596
02/10/2021,148822,132699,33812,12616,29010,22583,27886,5059,1706
03/10/2021,135055,117054,33834,11013,26228,13791,25334,5183,1634
04/10/2021,156963,136024,33339,5557,34795,26504,29396,4783,1627
05/10/2021,160249,150295,33760,18632,30954,30302,30024,4942,1650
06/10/2021,163202,162746,33674,24720,34705,31758,32466,3761,1629
07/10/2021,168278,176929,33568,39279,37734,31737,30696,2251,1631
08/10/2021,169332,173135,33732,49896,34841,22716,28615,1644,1657
09/10/2021,157773,154783,34083,44925,25213,18912,27965,2014,1646
10/10/2021,143626,129422,34127,20375,23564,19829,27233,2668,1604
11/10/2021,167627,139474,33675,12679,38182,27335,24523,1683,1371
12/10/2021,171109,139274,33499,6108,36869,30272,30095,947,1455
13/10/2021,173757,167654,33672,41959,30290,28321,29986,1893,1518
14/10/2021,171046,132699,23061,12363,33844,28812,32112,853,1625
15/10/2021,173261,159714,16581,38004,39160,30358,32904,1031,1653
16/10/2021,160244,136535,18674,31822,25875,30976,26691,769,1701
17/10/2021,145407,138561,33584,23991,22212,29903,25560,1684,1600
18/10/2021,166976,137102,33729,2213,33717,31988,31685,2140,1607
19/10/2021,168894,140667,33418,2637,34252,31999,33142,3541,1650
20/10/2021,167911,153425,33775,17650,32235,30313,33286,4305,1842
21/10/2021,169387,173843,33762,43488,30200,26503,33819,4223,1827
22/10/2021,167007,152190,33914,18614,29369,30156,34904,3361,1843
23/10/2021,154008,131829,33943,7515,21314,31570,32677,2931,1853
24/10/2021,140919,142044,33946,27096,20876,24508,30013,3905,1665
25/10/2021,164235,141876,33614,7199,29755,32307,32671,4441,1869
26/10/2021,167332,145224,33533,6311,31054,35081,32919,4432,1867
27/10/2021,169170,143823,33588,4438,30419,34978,34234,4401,1750
28/10/2021,172015,146903,33398,2869,33319,35660,35706,4126,1790
29/10/2021,170470,146545,33614,3322,32287,35139,35926,4294,1929
30/10/2021,156670,140214,34007,10066,22947,35437,33106,3011,1604
31/10/2021,154543,143490,36852,3614,26394,36451,36230,2509,1410
01/11/2021,166475,137902,33467,6975,28671,32987,32176,2486,1100
02/11/2021,173840,161628,33950,22255,34499,35394,33068,1263,1191
03/11/2021,171725,157931,33786,19944,31148,34174,34870,2854,1127
04/11/2021,170232,166087,33653,25404,32639,34158,36036,2881,1271
05/11/2021,167108,158742,33507,17898,32123,33564,37854,2483,1278
06/11/2021,155095,140612,33939,16576,22291,31824,33010,1748,1188
07/11/2021,142320,139098,33949,17484,20227,32482,32455,1313,1155
08/11/2021,162564,143365,33299,12174,29971,33273,32128,1130,1357
09/11/2021,175356,162446,33734,25521,32916,35416,32861,613,1370
10/11/2021,176227,154398,33453,11949,32627,36731,34639,3393,1581
11/11/2021,175662,154340,33374,11449,31159,37998,35071,3729,1527
12/11/2021,176254,151942,33585,7941,32982,38763,33619,3425,1598
13/11/2021,164262,138476,33958,4931,28725,39196,27816,2280,1524
14/11/2021,149220,124676,34128,4167,27612,27289,28225,1731,1491
15/11/2021,173280,160155,33557,26056,32110,38311,26781,1807,1504
16/11/2021,179667,166411,33856,31764,31562,38244,27497,1892,1567
17/11/2021,180531,146243,33765,4510,34542,39724,30060,2069,1541
18/11/2021,180971,144396,33592,3603,33381,39350,30938,1848,1662
19/11/2021,179625,157219,33748,18418,32776,38306,30677,1615,1669
20/11/2021,165354,145980,33964,16809,24870,38474,27789,2405,1659
21/11/2021,150801,139269,33952,12616,22094,38354,27909,2717,1608
22/11/2021,176146,145770,33534,9667,33411,37449,27512,2414,1766
23/11/2021,181446,152708,33542,12947,35129,39891,28375,1039,1750
24/11/2021,181669,145751,33790,4965,33164,40253,29409,2359,1783
25/11/2021,183037,155138,33460,14488,31998,39651,31032,2618,1852
26/11/2021,184661,189303,33562,52128,32017,37518,30779,1462,1788
27/11/2021,168318,155815,33998,27831,23863,38730,27814,1991,1557
28/11/2021,150996,141964,34028,15467,26289,34116,28198,2251,1583
29/11/2021,173468,180110,33667,46963,33434,35793,28081,533,1618
30/11/2021,165840,176923,33912,37750,32025,39824,30804,914,1664
01/12/2021,168003,180891,34025,40209,34459,37899,30382,2231,1652
02/12/2021,180056,169070,34001,27799,32703,39345,31593,1962,1629
03/12/2021,183917,175666,33486,26878,37211,41887,33836,675,1648
04/12/2021,173299,155767,34086,22294,25600,40621,30574,938,1620
05/12/2021,159711,144825,34086,9015,29825,42136,27372,804,1563
06/12/2021,182888,162650,33475,23393,34640,41080,27965,460,1614
07/12/2021,192166,170942,33983,27579,36516,42594,28430,158,1649
08/12/2021,192777,183024,33632,38988,37628,41119,29256,691,1681
09/12/2021,192869,162776,33595,11536,41354,42612,30839,1100,1717
10/12/2021,191936,195975,33768,53831,38043,37820,30411,305,1769
11/12/2021,177189,174695,33990,34743,37464,39898,26401,510,1675
12/12/2021,160875,168001,34014,35547,36605,33263,26283,730,1534
13/12/2021,186881,172774,33373,23763,46246,40561,26855,309,1638
14/12/2021,191050,190315,33626,33165,49261,41114,31124,347,1672
15/12/2021,193141,199973,33330,49747,44638,39152,30717,720,1657
16/12/2021,195451,193676,33466,37711,47512,39315,32992,995,1650
17/12/2021,192330,190900,33818,43037,42200,37334,32050,735,1696
18/12/2021,179128,180465,34108,35191,38493,39996,29377,1597,1677
19/12/2021,164455,154870,34091,24661,38091,30081,24557,1731,1627
20/12/2021,187496,170927,33475,24628,41014,39896,29039,1114,1736
21/12/2021,194474,184902,33727,25568,48437,43898,29806,1609,1833
22/12/2021,194268,161083,33536,4946,42568,45499,31161,1589,1760
23/12/2021,190752,158597,33178,9220,35616,44440,32158,2159,1824
24/12/2021,174591,184472,33493,48776,29899,39130,29954,1451,1767
25/12/2021,143415,164594,33922,50230,24324,28959,24082,1430,1635
26/12/2021,148101,146871,33882,18738,28116,37722,26647,204,1538
27/12/2021,167934,171487,33901,31255,35182,40233,29095,138,1655
28/12/2021,174594,155636,33429,5406,44081,41673,28967,361,1692
29/12/2021,173715,158770,29887,9777,45891,42277,28842,372,1703
30/12/2021,172945,166039,26958,24186,46100,37517,29307,280,1658
31/12/2021,162366,159331,33512,24195,42912,29052,27243,822,1553
01/01/2022,135980,147687,34118,19565,39313,28238,23763,1255,1407
02/01/2022,138430,140785,34094,21615,38134,20765,22857,1891,1411
03/01/2022,168010,173697,33530,41616,40741,30688,24470,1116,1511
04/01/2022,173292,171496,33951,26887,47614,36015,23127,2390,1500
05/01/2022,174390,180376,33873,37779,48539,33543,22842,2284,1486
06/01/2022,173288,177304,33755,22398,50712,41034,26420,1436,1528
07/01/2022,174744,166560,33649,14643,46812,41183,27629,1097,1534
08/01/2022,170075,177453,34087,28778,45730,41754,25229,360,1496
09/01/2022,157089,154724,34064,5138,45958,40460,27348,230,1506
10/01/2022,184139,191641,33532,36087,51898,41348,26960,203,1588
11/01/2022,191744,211997,33856,62112,49700,37150,27157,387,1616
12/01/2022,194919,210044,33726,57592,48641,39322,27996,1093,1644
13/01/2022,195444,189409,33473,38370,45131,40948,28375,1347,1735
14/01/2022,192059,196086,33383,48137,42078,41793,26621,2301,1746
15/01/2022,176222,185303,33432,45709,35272,39925,26645,2766,1525
16/01/2022,160908,159528,33914,24321,31319,39209,26200,3021,1526
17/01/2022,186855,190830,33263,44180,39082,42363,28217,2053,1670
18/01/2022,190297,203418,33535,57444,40391,39905,27775,2619,1723
19/01/2022,189942,188667,33732,39001,42317,39000,29517,3394,1694
20/01/2022,191134,194230,33714,40234,40692,43577,31700,2644,1649
21/01/2022,187896,167020,34040,16927,40720,43420,28811,1371,1695
22/01/2022,175296,155320,34041,11551,33886,43276,28549,2359,1650
23/01/2022,162115,171630,34058,36090,30196,40389,28072,1205,1588
24/01/2022,174878,193724,34054,55773,34657,36626,27766,3346,1473
25/01/2022,192266,179976,33422,23792,45213,44496,28600,2743,1678
26/01/2022,193949,174071,33251,27818,38326,44126,27610,1242,1672
27/01/2022,191778,169421,33299,19429,42254,43174,27786,1768,1678
28/01/2022,187678,177885,33650,32300,36212,42055,29900,2025,1706
29/01/2022,174465,154841,33928,14500,30645,42988,28156,2932,1666
30/01/2022,159787,169130,33989,41522,31721,31467,26780,2063,1562
31/01/2022,181131,174015,33772,30889,37123,39680,27764,3173,1573
01/02/2022,185901,151502,34048,4688,36132,43719,29863,1318,1686
02/02/2022,184644,155011,33881,7932,35504,43067,31287,1731,1587
03/02/2022,186025,175209,33206,31614,34074,42683,30049,1875,1676
04/02/2022,182324,156870,33306,18065,33438,41163,26370,2740,1766
05/02/2022,169526,154260,34006,17409,27314,42869,27806,3076,1781
06/02/2022,154392,154985,34045,21447,26740,41592,26442,2931,1758
07/02/2022,180373,170480,33297,32480,33604,40525,28071,620,1824
08/02/2022,182626,199239,33762,61702,33091,38602,27428,2746,1873
09/02/2022,181181,168988,33608,25928,34594,40124,29855,2910,1947
10/02/2022,176470,158962,33445,14926,34954,41111,28840,3742,1913
11/02/2022,175859,157619,33321,11930,33941,42323,30020,4138,1934
12/02/2022,164636,160111,33955,28125,26524,39351,27180,3063,1876
13/02/2022,152194,151619,34028,13750,29620,42225,26998,3161,1796
14/02/2022,176213,147801,33672,6816,32568,42961,26874,3025,1869
15/02/2022,178293,160212,33685,13689,36081,43150,28278,3377,1931
16/02/2022,178119,161225,33951,15132,36223,41319,30284,2380,1887
17/02/2022,174969,174614,33872,33997,33912,38972,29813,2142,1886
18/02/2022,173936,173808,33554,30695,35491,38078,30031,4018,1907
19/02/2022,160123,159144,33631,31524,31282,32667,24791,3322,1892
20/02/2022,148651,142130,33746,11786,30817,37341,25159,1436,1808
21/02/2022,170093,165030,33195,25351,37647,35041,27305,4555,1901
22/02/2022,173650,167036,33539,19042,43496,38364,28650,1955,1962
23/02/2022,182659,171429,33542,14708,46898,41133,31667,1558,1886
24/02/2022,174806,186200,33398,34457,43090,38740,31182,3452,1844
25/02/2022,174419,168734,33683,9885,45482,39355,33685,4809,1822
26/02/2022,161132,167124,33916,23411,37725,40691,27134,2367,1858
27/02/2022,150771,172875,33904,45704,32487,28581,27868,2471,1838
28/02/2022,187118,205762,33358,57905,43243,38058,29502,1786,1867
01/03/2022,182801,180813,33791,46463,42725,22865,31036,2036,1875
02/03/2022,177816,176570,33719,55298,33905,21945,29230,508,1940
03/03/2022,179455,172462,33472,37490,39644,22182,34559,3140,1953
04/03/2022,181759,146068,33275,4337,42393,22632,36410,5068,1942
05/03/2022,166088,139795,33871,9046,36594,22256,33799,2400,1817
06/03/2022,151927,145285,33877,15600,34795,22386,34214,2682,1723
07/03/2022,178442,144954,33344,6103,45802,22887,33656,1425,1742
08/03/2022,178522,152532,33581,10497,47969,22795,33855,2009,1812
09/03/2022,180518,167523,33923,31067,40794,22605,34655,2619,1848
10/03/2022,183059,182676,33410,46236,39387,22506,35880,3389,1838
11/03/2022,182828,182868,33537,46827,38218,22416,35521,4463,1854
12/03/2022,167434,157423,33935,35235,28599,22155,30392,5241,1843
13/03/2022,150928,128369,33992,10007,29425,22370,26908,3933,1700
14/03/2022,172345,132415,33456,1650,37259,22399,31190,4886,1534
15/03/2022,173896,136417,33851,2975,37684,22008,33782,4492,1608
16/03/2022,178845,150828,33788,19607,38941,21726,34313,812,1605
17/03/2022,177596,166212,33375,31997,37387,21896,37074,2832,1623
18/03/2022,175517,170109,33476,32634,37819,22083,36628,5786,1628
19/03/2022,161314,149569,33907,30862,29473,21600,26515,5645,1534
20/03/2022,147388,147863,33911,31462,28098,21532,25930,5363,1520
21/03/2022,168105,148428,33452,16960,40752,22316,27256,6073,1591
22/03/2022,167934,164694,33749,38871,37804,22199,25696,4668,1685
23/03/2022,164998,152350,33624,30966,32299,21373,26289,6020,1742
24/03/2022,162827,143593,33540,16213,35648,21497,28995,5892,1790
25/03/2022,161143,155773,33461,37837,29695,21021,26885,5027,1810
26/03/2022,150126,144948,33830,27800,29132,20972,25408,6026,1742
27/03/2022,128302,131364,32419,27304,22394,19664,22473,5561,1505
28/03/2022,156705,141281,33348,17769,36449,21123,24676,6080,1810
29/03/2022,159677,143098,33473,18713,37222,20675,26456,4652,1885
30/03/2022,159789,151048,33680,25947,37567,20643,27104,4214,1873
31/03/2022,145874,145237,34030,28977,29569,20739,30053,0,1867
01/04/2022,157770,180545,33463,54547,43131,17221,27328,3269,1575
02/04/2022,146645,157474,33902,42570,38701,11495,25908,3361,1536
03/04/2022,136966,153422,33902,41260,36575,11224,24945,4026,1480
04/04/2022,161367,145064,33319,11989,44622,18186,31165,4245,1518
05/04/2022,162250,157269,33212,23288,44411,17092,32025,5745,1484
06/04/2022,159103,149104,34018,15221,42845,15357,34378,5799,1468
07/04/2022,163725,165558,33387,35340,42525,16618,34042,2044,1569
08/04/2022,159189,154803,33535,25395,41660,16120,31402,5114,1551
09/04/2022,145469,136728,33963,26559,36072,9577,25255,3712,1557
10/04/2022,138269,136873,33899,37205,32189,7370,23214,1394,1557
11/04/2022,160858,179671,33403,58841,43239,13268,24711,4432,1743
12/04/2022,164217,165147,33690,33976,44285,15720,30442,5259,1758
13/04/2022,162038,177394,33644,37282,48203,16802,33191,6487,1759
14/04/2022,160755,163705,33291,27402,45360,16672,33250,5885,1811
15/04/2022,159069,152890,33421,11786,46593,19096,34055,6075,1839
16/04/2022,145762,135944,33699,13197,40959,17163,25056,3979,1859
17/04/2022,139086,155041,33715,50176,37526,9372,20504,2071,1643
18/04/2022,159201,150944,33256,27535,47812,9575,26664,4221,1844
19/04/2022,167598,140362,33471,8166,46922,16433,29286,4130,1909
20/04/2022,166401,149005,33315,9347,47985,20707,31588,4173,1851
21/04/2022,162880,156455,33011,14985,45480,19879,32424,8829,1848
22/04/2022,147206,147291,33760,18611,48891,10625,29577,3970,1848
23/04/2022,137009,146383,33860,32186,38376,9867,26917,3811,1323
24/04/2022,110245,113555,33831,9524,33512,9852,20152,5448,1197
25/04/2022,114823,131003,33800,28708,33256,9835,19449,4755,1157
26/04/2022,136753,134617,33447,9664,42955,18963,22228,6118,1200
27/04/2022,152525,154939,33436,8736,52658,27629,26394,4879,1169
28/04/2022,157689,159514,33359,7376,55591,27832,32074,2025,1229
29/04/2022,150626,164128,33305,10584,55651,27340,31922,4035,1260
30/04/2022,141481,154797,33746,15703,52893,24266,21470,5411,1267
01/05/2022,124883,142911,33727,9563,53959,16912,21709,5677,1330
02/05/2022,148690,167725,33461,12024,65256,23071,26856,5553,1469
03/05/2022,153672,167766,33637,6633,63743,26177,31629,4361,1554
04/05/2022,154413,158555,33636,4622,56604,25806,31227,5029,1614
05/05/2022,154839,165434,33374,13201,54878,25644,30999,5714,1611
06/05/2022,152997,163382,33501,5969,52828,28961,34984,5477,1617
07/05/2022,141405,154815,33763,5836,48278,28344,31582,5392,1584
08/05/2022,126683,139692,23391,5775,46604,26785,29935,5616,1555
09/05/2022,148006,139487,16674,3849,51284,28397,31546,6091,1610
10/05/2022,151642,140592,16804,3810,51728,29421,32657,4488,1654
11/05/2022,151305,141827,16870,2618,51378,30605,32745,5993,1595
12/05/2022,152024,151396,16717,10161,50979,30537,35091,6429,1454
13/05/2022,151434,154914,16886,14399,52086,30713,33443,5962,1398
14/05/2022,139802,140515,16855,9211,49091,27401,31144,5426,1368
15/05/2022,127475,129854,16806,11856,46792,19726,28218,5102,1330
